time_sec,dominant_frequency_hz,mean_db_all_band,mean_db_80_300hz
3.968,70.3125,-19.180971,20.854425
3.978666666666667,117.1875,-18.882406,23.47048
3.989333333333333,117.1875,-19.035728,23.680183
4.0,117.1875,-20.025951,24.252039
4.010666666666666,117.1875,-19.79419,19.012444
4.021333333333334,117.1875,-19.468473,23.341589
4.032,117.1875,-20.640747,22.336744
4.042666666666666,70.3125,-20.517473,20.287361
4.053333333333334,70.3125,-20.638351,18.294968
4.064,70.3125,-20.919962,18.194822
4.074666666666666,70.3125,-20.987785,17.128883
4.085333333333334,70.3125,-21.01683,13.015557
4.096,70.3125,-21.247927,16.166605
4.1066666666666665,70.3125,-21.504604,14.385045
4.117333333333334,70.3125,-21.09311,13.092478
4.128,70.3125,-21.07052,10.996675
4.1386666666666665,70.3125,-20.816324,12.009802
4.149333333333334,70.3125,-20.77292,11.531301
4.16,70.3125,-20.979631,12.813633
4.1706666666666665,70.3125,-20.907896,12.574003
4.181333333333333,70.3125,-21.218882,9.474595
4.192,70.3125,-20.87348,10.735542
4.2026666666666666,70.3125,-21.419992,6.4742985
4.213333333333333,70.3125,-21.33066,5.111138
4.224,70.3125,-21.54995,2.9503374
4.234666666666667,70.3125,-21.684494,0.710851
4.245333333333333,70.3125,-21.296152,2.3249218
4.256,70.3125,-21.335358,3.9464636
4.266666666666667,70.3125,-21.121103,1.0995663
4.277333333333333,70.3125,-21.340153,-2.419438
4.288,70.3125,-21.295183,-2.41407
4.298666666666667,726.5625,-21.499596,-3.0978098
4.309333333333333,796.875,-21.624012,-0.8440995
4.32,796.875,-21.53705,-5.3432083
4.330666666666667,796.875,-21.588554,-6.430454
4.341333333333333,703.125,-21.980944,-6.3105073
4.352,890.625,-21.762056,-6.833134
4.362666666666667,703.125,-22.2395,-3.8890915
4.373333333333333,726.5625,-22.524584,-5.1909933
4.384,726.5625,-22.417786,-5.6657386
4.394666666666667,796.875,-22.692732,-8.881147
4.405333333333333,750.0,-22.82824,-12.996143
4.416,937.5,-23.113613,-12.01397
4.426666666666667,914.0625,-24.210926,-9.538989
4.437333333333333,890.625,-24.020243,-11.948585
4.448,890.625,-24.336409,-9.404065
4.458666666666667,820.3125,-24.535559,-9.741993
4.469333333333333,820.3125,-25.151516,-8.993703
4.48,726.5625,-25.380346,-10.447861
4.490666666666667,750.0,-25.534435,-13.356892
4.501333333333333,984.375,-25.621058,-10.586302
4.512,773.4375,-26.040312,-9.235124
4.522666666666667,773.4375,-26.607605,-9.187749
4.533333333333333,843.75,-27.094597,-9.731382
4.544,703.125,-27.405249,-12.356939
4.554666666666667,1007.8125,-27.97282,-11.021076
4.565333333333333,1054.6875,-28.803556,-8.873565
4.576,960.9375,-29.243488,-9.590151
4.586666666666667,937.5,-29.758934,-15.556335
4.597333333333333,937.5,-29.98106,-13.865768
4.608,914.0625,-30.23492,-15.464123
4.618666666666667,890.625,-30.328955,-14.413415
4.629333333333333,914.0625,-30.75296,-12.17829
4.64,984.375,-31.388178,-15.858541
4.650666666666667,984.375,-31.928013,-21.232439
4.661333333333333,984.375,-32.36265,-19.332462
4.672,914.0625,-32.743744,-16.624084
4.682666666666667,937.5,-32.832508,-22.727442
4.693333333333333,937.5,-33.03577,-22.16066
4.704,937.5,-33.16625,-18.640957
4.714666666666667,937.5,-33.24848,-18.560472
4.725333333333333,914.0625,-33.373833,-18.158329
4.736,843.75,-33.33205,-19.379148
4.746666666666667,773.4375,-33.360416,-20.70047
4.757333333333333,890.625,-33.434917,-19.123466
4.768,1007.8125,-33.62222,-20.29793
4.778666666666667,1007.8125,-33.579678,-19.424833
4.789333333333333,914.0625,-33.736065,-19.634302
4.8,914.0625,-33.718407,-20.472977
4.810666666666667,937.5,-33.697937,-18.781227
4.8213333333333335,984.375,-33.79713,-20.370144
4.832,960.9375,-33.740417,-21.428102
4.842666666666666,960.9375,-33.77814,-19.302305
4.8533333333333335,960.9375,-33.758255,-19.455864
4.864,960.9375,-33.75094,-20.762949
4.874666666666666,914.0625,-33.813313,-22.38274
4.8853333333333335,937.5,-33.89575,-24.646349
4.896,937.5,-33.85097,-27.790903
4.906666666666666,937.5,-33.901375,-26.924883
4.917333333333334,937.5,-33.919178,-24.217379
4.928,1031.25,-33.889343,-24.376394
4.938666666666666,1007.8125,-33.876297,-26.766117
4.949333333333334,960.9375,-33.909332,-26.393196
4.96,1007.8125,-34.01852,-25.923937
4.970666666666666,1007.8125,-34.011726,-25.324377
4.981333333333334,1007.8125,-34.080025,-25.439089
4.992,1031.25,-34.119587,-25.434198
5.002666666666666,750.0,-34.143093,-25.46769
5.013333333333334,750.0,-34.112537,-25.522459
5.024,937.5,-34.166546,-24.046074
5.034666666666666,984.375,-34.167572,-27.674736
5.045333333333334,1007.8125,-34.251328,-26.636406
5.056,1007.8125,-34.291492,-24.3297
5.066666666666666,1007.8125,-34.324326,-30.755062
5.077333333333334,937.5,-34.429306,-30.254286
5.088,820.3125,-34.442,-28.39679
5.0986666666666665,960.9375,-34.480595,-29.799215
5.109333333333334,1031.25,-34.49889,-30.7901
5.12,984.375,-34.50393,-31.005314
5.1306666666666665,984.375,-34.537785,-32.19538
5.141333333333334,773.4375,-34.51662,-32.23268
5.152,937.5,-34.475155,-33.245064
5.1626666666666665,960.9375,-34.447765,-32.837315
5.173333333333333,1054.6875,-34.45694,-30.910637
5.184,960.9375,-34.549343,-30.918741
5.1946666666666665,984.375,-34.589355,-29.751308
