method,file_count,mean_duration_sec,mean_snore_index,median_snore_index,std_snore_index,mean_dominant_frequency_hz,median_dominant_frequency_hz,mean_spectral_centroid_hz,mean_rms_energy,count_high_low_freq,count_mid,count_broadband_high_freq
raw,29,67.64085775862068,0.4144631994217498,0.3096573320440848,0.2890999310342724,335.26386191310775,101.2979683972912,1043.184876198415,0.012262629489574966,12,9,8
snore_only,29,29.000551724137928,0.41652675351481383,0.31253857081546393,0.2940754321103166,325.7898517326133,88.54166666666666,1023.3751232280927,0.022879970733654397,12,9,8
