filename,sample_rate_hz,segment_count,mean_segment_duration_sec,median_segment_duration_sec,segment_coverage_ratio,raw_duration_sec,raw_spectral_centroid_hz,raw_spectral_bandwidth_hz,raw_spectral_rolloff_hz,raw_rms_energy,raw_dominant_frequency_hz,raw_snore_index,raw_type,snore_only_duration_sec,snore_only_spectral_centroid_hz,snore_only_spectral_bandwidth_hz,snore_only_spectral_rolloff_hz,snore_only_rms_energy,snore_only_dominant_frequency_hz,snore_only_snore_index,snore_only_type,delta_snore_index,delta_dominant_frequency_hz,delta_spectral_centroid_hz,delta_rms_energy,type_changed
freesound_community-snoring-71560.mp3,8000,5,1.9584,2.56,0.6903309951002855,14.1845,1503.1102104118443,1152.7034066396031,2783.977336711712,0.004358985926955938,62.03955021326096,0.30938572388042945,mid,9.792,1689.8813971610011,1154.4992037763614,2893.4405438311687,0.005795801989734173,30.94362745098039,0.31187839671856044,mid,0.0024926728381309826,-31.09592276228057,186.77118674915687,0.0014368160627782345,False
freesound_community-snoring-74587.mp3,8000,8,0.6719999999999999,0.41600000000000004,0.21476510067114093,25.032,1186.2916217134473,953.2022455499305,2241.111288265306,0.001524437335319817,102.38894215404282,0.6755860568023929,high_low_freq,5.376,1058.3123264604403,983.1343929173115,2182.4908088235293,0.005063206423074007,88.54166666666666,0.6921795160614697,high_low_freq,0.016593459259076737,-13.847275487376166,-127.97929525300697,0.00353876908775419,False
freesound_community-snoring-during-a-sleep-67171.mp3,8000,11,1.3032727272727271,0.96,0.27362956176515496,52.392,1152.9921812853115,930.6628573279994,2280.6299603174602,0.004324709996581078,510.4023515040464,0.1746681661302778,broadband_high_freq,14.336,953.8708589193494,851.2884374046422,2069.5486111111113,0.012831291183829308,540.8063616071429,0.17410946313711867,broadband_high_freq,-0.0005587029931591325,30.404010103096482,-199.1213223659621,0.00850658118724823,False
freesound_community-snoring-long-78149.mp3,8000,1,35.328,35.328,0.9979661016949153,35.4,834.7038076083676,1050.4831517356495,2149.73488267148,0.0013072226429358125,136.5819209039548,0.7777183717100709,high_low_freq,35.328,835.2210122713268,1050.706431837932,2150.7967902350815,0.0013089037965983152,130.97259963768116,0.778104714355766,high_low_freq,0.000386342645695148,-5.609321266273639,0.517204662959216,1.6811536625027657e-06,False
freesound_community-snoring-sound-effect-55854.mp3,8000,26,0.7950769230769232,0.896,0.23972539196585954,86.232,1058.3413417745892,1058.0555057867814,2315.9657826409493,0.005198078230023384,63.9785694405789,0.30426520559675524,mid,20.672,749.5473887492308,1017.2064411047752,1951.099537037037,0.017404230311512947,63.70936532507739,0.2874057458162163,mid,-0.016859459780538932,-0.269204115501509,-308.7939530253584,0.012206152081489563,False
freesound_community-snoring2-62592.mp3,8000,10,1.2928000000000002,1.536,0.2989271180170181,43.248,904.093524392367,1021.0680333819249,2147.449380547337,0.0212226752191782,179.8002219755827,0.7497367392953604,high_low_freq,12.928,822.0300864575942,916.8271871008109,1747.8255849753696,0.05059512332081795,182.08539603960395,0.753061472454885,high_low_freq,0.003324733159524529,2.2851740640212483,-82.06343793477288,0.029372448101639748,False
freesound_community-snorking05-34816.mp3,8000,25,1.0784,0.384,0.5511939810271508,48.912,985.9583767965357,1006.8592996499282,2166.1305147058824,0.005115403328090906,87.03385672227674,0.735088159783806,high_low_freq,26.96,852.9810225862587,951.2084798803934,1912.599970379147,0.00877880584448576,87.01780415430267,0.7377756607294084,high_low_freq,0.002687500945602328,-0.016052567974071508,-132.97735421027699,0.0036634025163948536,False
freesound_community-soft-female-snoring-17325.mp3,8000,85,0.4600470588235295,0.384,0.18844937928907396,207.504,687.8226886266038,834.5743316225396,1543.2397664199816,0.007144372910261154,111.24122908474054,0.9533633164279715,high_low_freq,39.104,554.0359215280597,767.2319775791009,1311.8808721405228,0.018443936482071877,113.92696399345336,0.9756824225601578,high_low_freq,0.02231910613218635,2.685734908712817,-133.78676709854415,0.011299563571810722,False
freesound_community-young-woman-snoring-60923.mp3,8000,21,0.7070476190476191,0.832,0.3419937350285609,43.416,1465.4162564273997,839.8542655170513,2361.118142488954,0.0025416864082217216,774.2537313432836,0.07951904476959443,broadband_high_freq,14.848,1392.799475609303,689.1507839680592,2037.6374731759656,0.006576742511242628,774.3130387931034,0.08015646173936974,broadband_high_freq,0.0006374169697753174,0.059307449819812064,-72.61678081809669,0.0040350561030209064,False
geriart-snoring-8486.mp3,8000,6,1.152,1.1520000000000001,0.2729857819905213,25.32,773.7257784035535,936.0049243858024,1660.9947127525252,0.0022124641109257936,83.5308056872038,0.5380735874424095,high_low_freq,6.912,793.0906489913435,862.2677592490718,1360.9518348623853,0.005777318030595779,83.62268518518519,0.5571652862259912,high_low_freq,0.019091698783581634,0.09187949798139528,19.36487058779005,0.0035648539196699858,False
magiaz-snoring-389955.mp3,8000,3,2.1973333333333334,2.944,0.8140281551000247,8.098,470.1853787791903,642.2711268568222,944.2052165354331,0.02257026731967926,182.7611755989133,0.6552481356181423,high_low_freq,6.592,433.65791209703946,592.5574478404803,824.21875,0.02720484882593155,182.0388349514563,0.6553171977716771,high_low_freq,6.90621535347491e-05,-0.7223406474570027,-36.527466682150816,0.004634581506252289,False
masirez-snoring-sound-effect-deep-sleep-breathing-304270.mp3,8000,16,0.8,0.864,0.2551834130781499,50.16,790.5000864180026,895.8184426507753,1655.0691565688776,0.00910941231995821,135.40669856459328,0.9178646493217095,high_low_freq,12.8,617.6246486819224,825.8857909413865,1088.2307213930349,0.03054315224289894,132.109375,0.9222002680328085,high_low_freq,0.0043356187110989985,-3.2973235645932846,-172.87543773608024,0.02143373992294073,False
mollyroselee-a-person-snoring-468533.mp3,8000,3,1.784,1.96,0.6656716417910448,8.04,812.499521977028,736.7658076516053,1306.9506448412699,0.054280687123537064,136.0696517412935,0.7043735037591126,high_low_freq,5.352,748.7004097651295,817.2540071411028,1310.5003720238096,0.07937897741794586,135.46337817638266,0.7059114924322781,high_low_freq,0.001537988673165569,-0.6062735649108504,-63.799112211898546,0.025098290294408798,False
nusretalbayrak-snoring-331163.mp3,8000,4,1.584,1.6320000000000001,0.28072818303158525,22.569875,814.4108422097019,929.2503055254855,1883.930152266289,0.0041511268354952335,75.85332218277682,0.22914787797893815,mid,6.336,708.2487974761879,870.5310760594975,1741.171875,0.013678628019988537,72.12752525252525,0.22780258514211885,mid,-0.0013452928368193062,-3.725796930251576,-106.162044733514,0.009527501184493303,False
u_23l344d16t-snoring-single-343603.mp3,8000,5,1.984,2.56,0.6980692263711131,14.210625,1500.5517508867567,1152.436053019385,2782.0032230941706,0.004340879153460264,31.033117825570656,0.3096573320440848,mid,9.92,1683.1078108003962,1155.5513569318464,2891.70172275641,0.005738633684813976,30.947580645161292,0.31253857081546393,mid,0.0028812387713791354,-0.08553718040936431,182.5560599136395,0.001397754531353712,False
