frequency_hz,amplitude,power
50.87064676616916,31.35408,983.07837
50.995024875621894,31.963781,1021.6833
51.119402985074636,11.762237,138.3502
51.24378109452737,39.740486,1579.3063
51.368159203980106,108.7603,11828.803
51.49253731343284,52.156647,2720.316
51.616915422885576,108.41283,11753.341
51.74129353233832,84.66031,7167.3677
51.86567164179105,72.036064,5189.1943
51.99004975124379,68.04207,4629.723
52.11442786069652,74.71943,5582.993
52.23880597014926,27.325605,746.6887
52.363184079602,86.78345,7531.3667
52.487562189054735,77.8096,6054.334
52.61194029850747,63.562115,4040.1423
52.736318407960205,98.16838,9637.031
52.86069651741294,160.75037,25840.68
52.98507462686568,54.04332,2920.6804
53.10945273631842,74.506165,5551.1685
53.23383084577115,98.99302,9799.618
53.35820895522389,36.379814,1323.4908
53.48258706467662,24.831446,616.6007
53.60696517412936,74.93152,5614.7324
53.7313432835821,57.60016,3317.7783
53.855721393034834,39.661972,1573.072
53.98009950248757,96.179504,9250.497
54.104477611940304,45.493996,2069.7036
54.22885572139304,80.019226,6403.0767
54.35323383084578,114.516205,13113.961
54.477611940298516,157.11049,24683.705
54.60199004975125,85.37203,7288.384
54.726368159203986,257.9328,66529.33
54.85074626865672,90.940094,8270.101
54.97512437810946,159.27614,25368.889
55.0995024875622,135.73592,18424.238
55.22388059701493,42.17167,1778.4497
55.34825870646767,72.89747,5314.041
55.4726368159204,110.287964,12163.435
55.597014925373145,20.286179,411.52905
55.72139303482588,137.96208,19033.535
55.845771144278615,82.3992,6789.6284
55.97014925373135,47.197376,2227.5923
56.094527363184085,80.465065,6474.6265
56.21890547263683,126.23788,15936.002
56.34328358208956,140.30115,19684.412
56.4676616915423,337.29266,113766.34
56.59203980099503,275.98392,76167.125
56.71641791044777,454.2075,206304.44
56.8407960199005,466.71896,217826.6
56.965174129353244,417.19485,174051.55
57.08955223880598,408.61182,166963.61
57.213930348258714,316.38245,100097.85
57.33830845771145,224.58809,50439.81
57.462686567164184,85.02849,7229.8438
57.587064676616926,62.22577,3872.0464
57.71144278606966,238.33109,56801.707
57.835820895522396,328.17242,107697.14
57.96019900497513,271.51468,73720.22
58.084577114427866,425.98367,181462.1
58.20895522388061,323.1754,104442.35
58.33333333333334,201.59071,40638.816
58.45771144278608,161.67441,26138.613
58.58208955223881,205.35176,42169.344
58.70646766169155,326.9079,106868.77
58.83084577114429,511.5329,261665.9
58.955223880597025,768.8158,591077.75
59.07960199004976,833.42236,694592.8
59.203980099502495,840.05896,705699.06
59.32835820895523,918.37103,843405.4
59.452736318407965,714.64514,510717.7
59.57711442786071,716.59937,513514.66
59.70149253731344,309.84122,96001.58
59.82587064676618,365.46472,133564.47
59.95024875621891,308.51694,95182.7
60.07462686567165,727.2607,528908.1
60.19900497512439,783.9638,614599.25
60.323383084577124,1168.6669,1.3657822e+06
60.44776119402986,1044.6826,1.0913618e+06
60.572139303482594,1288.7601,1.6609026e+06
60.69651741293533,1160.8767,1.3476348e+06
60.82089552238807,1052.3405,1.1074204e+06
60.945273631840806,1100.1482,1.210326e+06
61.06965174129354,894.00635,799247.4
61.194029850746276,1007.6589,1.01537644e+06
61.31840796019901,1222.9039,1.495494e+06
61.44278606965175,1423.5594,2.0265215e+06
