time_sec,amplitude
0.572,-0.092984036
0.576,0.17743152
0.58,0.061875504
0.584,-0.150382
0.588,-0.13018423
0.592,0.18637401
0.596,0.013704995
0.6,-0.117044255
0.604,-0.10897957
0.608,0.16393171
0.612,0.051174063
0.616,-0.11192229
0.62,-0.13401976
0.624,0.16372482
0.628,0.05997622
0.632,-0.15940306
0.636,-0.078944124
0.64,0.15021846
0.644,0.024921678
0.648,-0.12526429
0.652,-0.07992247
0.656,0.12837023
0.66,0.0681078
0.664,-0.15267432
0.668,-0.10832606
0.672,0.12070702
0.676,0.07199111
0.68,-0.13735583
0.684,-0.086141735
0.688,0.07141994
0.692,0.09685391
0.696,-0.12440862
0.7,-0.026751634
0.704,0.09058018
0.708,0.09261121
0.712,-0.13166201
0.716,-0.051207922
0.72,0.11749803
0.724,0.10109771
0.728,-0.12609339
0.732,-0.090810806
0.736,0.10086306
0.74,0.105543576
0.744,-0.15127021
0.748,-0.048953824
0.752,0.078425206
0.756,0.11514068
0.76,-0.121853665
0.764,-0.043293826
0.768,0.044998117
0.772,0.10694443
0.776,-0.08804847
0.78,-0.06253281
0.784,0.079314984
0.788,0.14062688
0.792,-0.10289201
0.796,-0.063225985
0.8,0.04271733
0.804,0.15896893
0.808,-0.0829307
0.812,-0.036704987
0.816,0.012330558
0.82,0.13456514
0.824,-0.07974842
0.828,-0.089775115
0.832,0.00103065
0.836,0.13923676
0.84,-0.04163286
0.844,-0.07724003
0.848,0.0021174895
0.852,0.13484648
0.856,-0.052494764
0.86,-0.08818543
0.864,-0.036574077
0.868,0.16361205
0.872,-0.021740004
0.876,-0.083255365
0.88,0.013207098
0.884,0.19564384
0.888,-0.018775638
0.892,-0.14849125
0.896,-0.025506347
0.9,0.12489089
0.904,0.019664723
0.908,-0.08465666
0.912,-0.06403554
0.916,0.102604195
0.92,0.050114006
0.924,-0.045921966
0.928,-0.0839318
0.932,0.08570446
0.936,0.05435504
0.94,-0.056093883
0.944,-0.07144716
0.948,0.049863487
0.952,0.045535907
0.956,-0.0020901114
0.96,-0.07122907
0.964,-0.01434434
0.968,0.0921637
0.972,0.022276914
0.976,-0.04619874
0.98,-0.018427715
0.984,0.08560604
0.988,0.03435922
0.992,-0.08870555
0.996,-0.053756364
1.0,0.037949614
1.004,0.03282859
1.008,0.037695527
1.012,-0.0377053
1.016,0.021059053
1.02,-0.0021446198
1.024,-0.009317578
1.028,-0.017254176
1.032,-0.01656738
1.036,0.016348723
1.04,0.025874335
1.044,0.00329229
1.048,-0.04398462
1.052,0.008999103
1.056,0.025109723
1.06,-0.024914708
1.064,0.005040307
1.068,0.01676333
1.072,-0.006967445
1.076,0.00746905
1.08,-0.04377633
1.084,-0.03756751
1.088,-0.008674052
1.092,-0.02153606
1.096,-0.04294669
1.1,-0.011604238
1.104,-0.006296428
1.108,-0.011948194
1.112,-0.036755614
1.116,-0.0034720614
1.12,-0.037998915
1.124,-0.0010424335
1.128,-0.030010507
1.132,-0.01753737
1.136,-0.004460636
1.14,0.0066159666
1.144,0.017318206
1.148,-0.0042181453
1.152,-0.022753866
1.156,0.0014875341
1.16,-0.0010675531
1.164,0.0037787205
1.168,-0.009773957
1.172,0.006253184
1.176,-0.014309254
1.18,0.0016034569
1.184,-0.006652334
1.188,-0.015253888
1.192,0.0050450396
1.196,0.00871606
1.2,0.017309386
1.204,-0.017614573
1.208,0.0119028995
1.212,-0.030629756
1.216,-0.001216215
1.22,-0.025994409
1.224,-0.005606539
1.228,0.0092017595
1.232,-0.009154754
1.236,0.0024385299
1.24,-0.010277081
1.244,0.005102229
1.248,-0.010092804
1.252,0.0009413095
1.256,0.00030085217
1.26,-0.0060390225
1.264,0.007348705
1.268,-0.0077658794
1.272,0.0019347942
1.276,-0.0038044963
1.28,1.9674655e-05
1.284,-0.006280296
1.288,7.950631e-05
1.292,-0.0051592216
1.296,-0.0020815053
1.3,-0.0024309796
1.304,-0.015796363
1.308,-0.018837668
1.312,-0.011018895
1.316,-0.0028296134
1.32,0.0014076135
1.324,0.007651378
1.328,-0.0038883316
1.332,-0.010538014
1.336,-0.0051918915
1.34,0.0103678275
1.344,0.023855552
1.348,-0.0021366796
1.352,0.01250328
1.356,0.0025321771
1.36,0.0052903756
1.364,0.00042192906
1.368,-0.005194523
1.372,-0.008647352
1.376,0.0041045384
1.38,-0.014658777
1.384,0.003932836
1.388,0.0100899
1.392,-0.009043887
1.396,-0.00452612
1.4,-0.005943199
1.404,0.013369609
1.408,-0.00016316533
1.412,-0.004907136
1.416,-0.000878213
1.42,0.0006901211
1.424,-0.0003352139
1.428,-0.00016783015
1.432,-0.0016509654
1.436,-0.0017219421
1.44,0.0014122912
1.444,-0.009292226
1.448,-0.00042396516
1.452,0.0036705844
1.456,-0.00021929851
1.46,-0.0014170753
1.464,-0.010882204
1.468,-0.006493514
1.472,0.00469213
1.476,-0.0029053628
1.48,-0.0030661016
1.484,0.0010780608
1.488,-0.006372057
1.492,-0.01050032
1.496,-0.006814171
1.5,0.0055618733
1.504,0.0044990685
1.508,0.0029447395
1.512,-0.0068058297
1.516,0.0020651745
1.52,0.008050477
1.524,0.006646824
1.528,0.003081425
1.532,-7.905489e-05
1.536,-0.0015547669
1.54,-0.0039173523
1.544,0.0010734594
1.548,0.0009367566
1.552,0.0022010608
1.556,0.0005120458
1.56,0.003999722
1.564,-0.0037431973
1.568,4.0768748e-05
1.572,-0.0034578072
1.576,-0.0007628086
1.58,-0.0034051351
1.584,-0.0015167105
1.588,0.0009588151
1.592,-0.005574613
1.596,-0.0027526068
1.6,0.0075024315
1.604,0.0030800956
1.608,-0.0040700836
1.612,0.0025574365
1.616,-9.923513e-05
1.62,0.0013725106
1.624,-0.00250661
1.628,0.0039115073
1.632,0.0038604597
1.636,0.0030747112
1.64,0.0024912385
1.644,0.00031336822
1.648,-0.002140832
1.652,-0.0017507889
1.656,-0.0010389667
1.66,-0.003384083
1.664,-0.0022205987
1.668,-0.00059191126
1.672,0.0008698683
1.676,0.0024053557
1.68,-0.0008433523
1.684,-0.0014610959
1.688,-0.0015518103
1.692,0.0008948611
1.696,-0.0030060166
1.7,-0.0018330358
1.704,-7.8596466e-05
1.708,-0.00022385737
1.712,-0.001108336
1.716,0.00058883335
1.72,0.00072640576
1.724,0.001954664
1.728,-0.00020796579
1.732,0.0024725231
1.736,0.0016103559
1.74,-0.0013934767
1.744,-0.0016544764
1.748,-0.0006354915
1.752,0.0008383714
1.756,-0.00067397114
1.76,-0.0038331067
1.764,-0.0019916329
1.768,-0.0006966562
1.772,-0.0024811307
1.776,-0.0030467056
1.78,-0.0016365037
1.784,-0.0010361649
1.788,0.0010106477
1.792,0.00031270698
1.796,0.0016990886
1.8,0.0011452953
1.804,0.0010624122
1.808,-0.0014662789
1.812,-0.0017201232
1.816,-0.0006072109
1.82,0.001238496
1.824,0.0008667812
1.828,0.0013735604
1.832,-0.00089249545
1.836,-0.0012255535
1.84,-0.00041126838
1.844,0.000395741
1.848,0.0004533938
1.852,-0.00041285384
1.856,-0.0012229409
1.86,-0.0019203337
1.864,-0.0015906278
1.868,-0.0024777497
1.872,-0.0020964416
1.876,-0.0017672993
1.88,6.941875e-05
1.884,0.0001911592
1.888,0.0009419366
1.892,0.00026460807
1.896,-0.0020481115
1.9,0.0005940498
1.904,4.953727e-05
1.908,-0.000699364
1.912,-0.0014436783
1.916,-0.0002390125
1.92,0.00085633167
1.924,-0.00054996874
1.928,0.0016620571
1.932,0.0015149586
