file_count,snore_index_mean,snore_index_median,snore_index_std,high_intensity_count_over_0_5,mid_intensity_count_0_2_to_0_5,low_intensity_count_below_0_2
29,0.34985928564688473,0.27004529954331574,0.2651143141426961,10,8,11
