dominant_frequency_hz,snore_index
77.83854166666666,0.28686240315437317
249.3683845766129,0.004883511457592249
465.1171875,0.0031383023597300053
103.86603860294117,0.2572510838508606
248.20520525147927,0.00254589831456542
64.77187500000001,0.2683272361755371
247.2845262096774,0.004064129665493965
226.0986328125,0.009457227773964405
99.25781249999999,0.37385091185569763
110.7421875,0.034666262567043304
440.015625,0.002780643291771412
447.890625,0.005024850834161043
258.3984375,0.15970046818256378
67.92587652439025,0.2979181408882141
478.63676819620247,0.002725179074332118
73.34747314453125,0.31928345561027527
462.03694122516555,0.004334928002208471
122.24264705882355,0.5702850222587585
266.06514084507046,0.5235788822174072
265.625,0.5818926692008972
123.26388888888889,0.5149838328361511
263.8608870967742,0.5075564980506897
256.1619718309859,0.48568442463874817
123.2358870967742,0.49819454550743103
93.75,0.5878328084945679
56.25,0.2658572196960449
46.875,0.05633101239800453
70.3125,0.34824565052986145
270.22058823529414,0.4683615267276764
123.8339552238806,0.5528765320777893
37.5,0.22138968110084534
70.3125,0.12717680633068085
46.875,0.09403017908334732
229.16666666666666,0.5239297151565552
31.25,0.09986855834722519
35.15625,0.05388640984892845
31.25,0.04480908438563347
20.089285714285715,0.10034697502851486
46.875,0.17105428874492645
46.875,0.01942615397274494
254.150390625,0.5498874187469482
35.15625,0.053834009915590286
267.1232876712329,0.516426682472229
70.3125,0.13543710112571716
46.875,0.3386532962322235
31.25,0.05757834389805794
99.89754098360658,0.7333750128746033
46.875,0.22470025718212128
35.15625,0.2252277433872223
35.15625,0.12579330801963806
35.15625,0.074006088078022
39.0625,0.06760913878679276
230.01453488372093,0.45443427562713623
33.203125,0.05246809124946594
42.33870967741936,0.0529230572283268
37.5,0.06936030834913254
140.625,0.006629132200032473
109.375,0.014803968369960785
114.2578125,0.005407171323895454
109.375,0.7547045350074768
140.625,0.003090508049353957
115.38461538461539,0.23040471971035004
117.1875,0.005229483358561993
148.02631578947367,0.29011988639831543
180.80357142857144,0.1494501233100891
322.265625,0.023705318570137024
187.5,0.007255747448652983
118.99038461538461,0.11108486354351044
315.8967391304348,0.006948877591639757
86.53846153846155,0.08774375170469284
111.01973684210526,0.008821951225399971
104.4921875,0.0020436719059944153
98.14453125,0.004302877467125654
105.0,0.0011073831701651216
119.79166666666666,0.017492780461907387
99.15865384615385,0.002702013123780489
111.01973684210526,0.0012001466238871217
131.25,0.00033891384373418987
124.39903846153847,0.002013443736359477
221.59090909090912,0.0002790410944726318
88.125,0.002806959208101034
207.58928571428572,0.001203272258862853
487.5,0.053375840187072754
431.25,0.001422878704033792
480.46875,0.051028650254011154
496.875,0.1001867726445198
468.75,0.16143058240413666
98.59913793103448,0.04460432752966881
351.5625,4.007927418570034e-05
153.60576923076923,0.044283490628004074
468.75000000000006,6.142363417893648e-05
127.44140625,0.033085182309150696
440.406976744186,1.6245681763393804e-05
457.03125,0.043365076184272766
63.03879310344827,0.06424810737371445
470.36637931034477,3.70350680896081e-05
494.79166666666663,0.03546641394495964
487.79296875,7.294290844583884e-05
65.89673913043478,0.18670928478240967
49.63235294117648,1.3032527022005524e-05
66.58380681818183,0.2842406928539276
43.75,0.00019170332234352827
93.75,0.171291321516037
50.925925925925924,0.28112170100212097
80.9659090909091,0.00028860586462542415
210.9375,0.1066589280962944
58.75,0.30298033356666565
433.59375,0.00038580011459998786
61.591569767441854,0.22837316989898682
32.8125,0.00027624121867120266
55.911144578313255,0.15993253886699677
55.50986842105263,0.0005982551374472678
65.89673913043478,0.18670928478240967
49.63235294117648,1.3032527022005524e-05
66.58380681818183,0.2842406928539276
43.75,0.00019170332234352827
93.75,0.171291321516037
50.925925925925924,0.28112170100212097
80.9659090909091,0.00028860586462542415
210.9375,0.1066589280962944
58.75,0.30298033356666565
433.59375,0.00038580011459998786
61.591569767441854,0.22837316989898682
32.8125,0.00027624121867120266
55.911144578313255,0.15993253886699677
55.50986842105263,0.0005982551374472678
32.274590163934434,0.34934306144714355
42.1875,0.1494656354188919
31.6722972972973,0.2149582952260971
33.48214285714286,0.08587439358234406
34.72222222222222,0.13518649339675903
44.0625,0.15830527245998383
37.08022388059702,0.07072894275188446
41.46634615384615,0.08564619719982147
46.875,0.029571499675512314
46.875,0.006336634512990713
33.943965517241374,0.17082729935646057
42.96875,0.013870452530682087
36.16071428571429,0.212050661444664
59.375,0.20938453078269958
58.59375,0.04578879848122597
34.53947368421053,0.22566671669483185
32.8125,0.056028444319963455
74.09274193548387,0.37401795387268066
70.3125,0.14880163967609406
39.95901639344263,0.24445924162864685
56.25,0.13505791127681732
75.72115384615385,0.24946008622646332
35.300925925925924,0.17767596244812012
36.05769230769231,0.13559693098068237
51.5625,0.23572435975074768
70.3125,0.17246675491333008
62.5,0.0201747864484787
37.109375,0.22934654355049133
67.5,0.5138291120529175
38.602941176470594,0.20475125312805176
405.1339285714286,0.006274315994232893
321.20901639344265,0.003313550027087331
482.9545454545455,0.016872843727469444
